id,pipeline,f1,rouge_l,citation_f1,latency
RQ-008,vanilla_rag,0.22443890274314213,0.23286778398510244,0.0,12.355505704006646
RQ-009,vanilla_rag,0.3557692307692307,0.3333333333333333,0.0,7.770891843989375
RQ-010,vanilla_rag,0.028169014084507043,0.02505133470225873,0.0,8.488539315003436
RQ-011,vanilla_rag,0.03773584905660377,0.03413542249580302,0.0,11.308982561007724
RQ-012,vanilla_rag,0.23958333333333331,0.17138040831616408,0.0,5.994792103010695
RQ-013,vanilla_rag,0.1276595744680851,0.038828771483131755,0.0,7.9533015490014805
RQ-014,vanilla_rag,0.12244897959183672,0.11138161898965307,0.0,7.199553978993208
RQ-015,vanilla_rag,0.43478260869565216,0.4264164827078734,0.4,7.061780779011315
RQ-016,vanilla_rag,0.417910447761194,0.4190923883565359,0.0,11.600750984987826
RQ-017,vanilla_rag,0.18545454545454543,0.19166317553414328,0.0,8.635282574003213
RQ-018,vanilla_rag,0.05,0.046247156937073534,0.0,18.16147884799284
RQ-019,vanilla_rag,0.2708333333333333,0.3020982666492897,0.0909090909090909,16.488696838001488
RQ-020,vanilla_rag,0.04878048780487805,0.045018450184501846,0.0,15.103527236002265
RQ-021,vanilla_rag,0.15384615384615383,0.0950896336710834,1.0,11.582873414008645
RQ-022,vanilla_rag,0.3243243243243243,0.15111478117258464,1.0,10.860642227999051
RQ-023,vanilla_rag,0.05128205128205127,0.0475448168355417,1.0,11.50077153800521
RQ-024,vanilla_rag,0.046511627906976744,0.042747021723896286,1.0,7.912561891003861
RQ-025,vanilla_rag,0.1142857142857143,0.10711150131694469,1.0,8.246467075005057
RQ-001,agentic_rag,0.6168224299065421,0.4055080721747388,0.028985507246376812,18.607454200013308
RQ-002,agentic_rag,0.7323943661971831,0.5810907358894973,0.02531645569620253,7.081659963005222
RQ-003,agentic_rag,0.5298013245033113,0.4052194543297745,0.03278688524590164,7.756315890001133
RQ-004,agentic_rag,0.6092715231788078,0.4974370922646785,0.028985507246376812,4.973414024003432
RQ-005,agentic_rag,0.3312883435582822,0.2990833510978469,0.07272727272727272,6.650421251993976
RQ-006,agentic_rag,0.0,0.0,0.0,13.946550109001691
RQ-007,agentic_rag,0.3105022831050228,0.21300299301629536,0.06557377049180328,5.8491113830095856
RQ-008,agentic_rag,0.2136752136752137,0.18670962545308095,0.0,14.953566169002443
RQ-009,agentic_rag,0.3956043956043956,0.41290065697790157,0.0,57.28702857099415
RQ-010,agentic_rag,0.16666666666666669,0.1252415458937198,0.0,10.708769044998917
RQ-011,agentic_rag,0.22748815165876776,0.14885828830399164,0.05714285714285715,5.542153090995271
RQ-012,agentic_rag,0.1807909604519774,0.12288477034649477,0.0,11.614982236002106
RQ-013,agentic_rag,0.09259259259259257,0.052622498274672184,0.0,17.55706435700995
RQ-014,agentic_rag,0.5,0.47368421052631576,0.07142857142857142,4.477416510999319
RQ-015,agentic_rag,0.17272727272727276,0.18553565393714094,0.0,11.469204865992651
RQ-016,agentic_rag,0.4421052631578948,0.44101978691019783,0.0,5.037763072992675
RQ-017,agentic_rag,0.17271157167530227,0.17837442679603907,0.0,5.506142608996015
RQ-018,agentic_rag,0.21940928270042195,0.22469570787956436,0.0,80.65881794600864
RQ-019,agentic_rag,0.3980099502487563,0.4327028010185522,0.05714285714285715,6.4299663249985315
RQ-020,agentic_rag,0.296875,0.2592067988668555,0.0,5.634877666001557
RQ-021,agentic_rag,0.6133333333333333,0.6426935409986259,1.0,93.25370754100732
RQ-022,agentic_rag,0.4109589041095891,0.2889625769777357,1.0,43.953661392995855
RQ-023,agentic_rag,0.39999999999999997,0.3155716502845318,1.0,18.871460424008546
RQ-024,agentic_rag,0.3544303797468354,0.2359260850880963,1.0,1.645723737005028
RQ-025,agentic_rag,0.25352112676056343,0.2393330063756743,1.0,1.5702205340057844
