variant,qid,category,latency_s,f1_token,rouge_l,cit_p,cit_r,cit_f1,refusal,pred_answer
P0_zero_shot,RQ-011,cross_reference,2.3638017349876463,0.27272727272727276,0.1945773524720893,0.0,0.0,0.0,False,"Dựa trên các nguồn dữ liệu được cung cấp, không có thông tin cụ thể về mức phạt tiền đối với hành vi vi phạm tại **điểm a khoản 4 Điều 13 Nghị định 168/2024/NĐ-CP**.

Ngữ cảnh chỉ đề cập đến điểm a khoản 4 Điều 13 trong các quy định về biện pháp khắc phục hậu quả (tại khoản 11 Điều 13) và hình thức xử phạt bổ sung (tại khoản 10 Điều 13), nhưng không nêu mức phạt tiền cụ thể cho hành vi này."
P0_zero_shot,RQ-012,cross_reference,3.3793254400079604,0.3558282208588957,0.26441265713047246,0.0,0.0,0.0,False,"Dựa trên các nguồn ngữ cảnh được cung cấp, Nghị định 168/2024/NĐ-CP **không có quy định về hình thức phạt bổ sung tại khoản 8 Điều 32**.

Các thông tin liên quan đến Điều 32 trong ngữ cảnh chỉ bao gồm các khoản 16, 17, 18, 19, 20 và 21. Trong đó, khoản 18 quy định về các hình thức xử phạt bổ sung (như tịch thu biển số, tước quyền sử dụng giấy chứng nhận kiểm định, tước quyền sử dụng phù hiệu) đối với các hành vi vi phạm được dẫn chiếu từ các khoản khác, nhưng không phải là nội dung quy định trực"
P0_zero_shot,RQ-013,cross_reference,3.069747550995089,0.14035087719298248,0.09732748304746709,0.0,0.0,0.0,False,"Dựa trên các nguồn dữ liệu được cung cấp, không có thông tin cụ thể về **mức phạt tiền** (số tiền cụ thể) cho hành vi quy định tại điểm h khoản 14 Điều 32 Nghị định 168/2024/NĐ-CP.

Tuy nhiên, ngữ cảnh có đề cập đến các hình thức xử phạt và hệ quả liên quan đến hành vi này như sau:

1.  **Trừ điểm giấy phép lái xe:** Trong trường hợp chủ phương tiện là người trực tiếp điều khiển phương tiện, hành vi quy định tại điểm h khoản 14 Điều 32 bị trừ **02 điểm** giấy phép lái xe (theo điểm a khoản 21 Đi"
P0_zero_shot,RQ-014,cross_reference,2.5083701139956247,0.2170542635658915,0.11721108976118584,0.0,0.0,0.0,False,"Dựa trên các nguồn dữ liệu được cung cấp, không có thông tin quy định cụ thể về mức phạt tiền đối với ""Điểm b khoản 9 Điều 6"".

Các nội dung liên quan đến Điều 6 trong ngữ cảnh chỉ đề cập đến thẩm quyền xử phạt của Trưởng Công an cấp xã, Trưởng đồn Công an, Trưởng trạm Công an cửa khẩu, khu chế xuất (tại khoản 4 Điều 41) và không liệt kê mức phạt tiền cụ thể cho hành vi tại điểm b khoản 9 Điều 6."
P0_zero_shot,RQ-015,cross_reference,1.9113691480015405,0.4943820224719101,0.4385168369277336,0.25,1.0,0.4,False,"Dựa trên Khoản 2 Điều 48 Nghị định 168/2024/NĐ-CP trong ngữ cảnh được cung cấp, việc tạm giữ phương tiện, giấy tờ có liên quan đến người điều khiển và phương tiện vi phạm được thực hiện theo quy định tại **Luật Xử lý vi phạm hành chính**."
P0_zero_shot,RQ-016,procedure,3.1840960609988542,0.5694444444444445,0.5348270823185581,0.0,0.0,0.0,False,"Dựa vào Bảng chu kỳ kiểm định tại Khoản 2, Điều 35 của Thông tư 47/2024/TT-BGTVT (Nguồn 8), thời hạn kiểm định định kỳ đối với ô tô chở người đến 08 chỗ (không kể chỗ của người lái xe) không kinh doanh vận tải được quy định như sau:

*   **Thời gian sản xuất đến 07 năm:** Chu kỳ định kỳ là **24 tháng**.
*   **Thời gian sản xuất trên 07 năm đến 20 năm:** Chu kỳ định kỳ là **12 tháng**.
*   **Thời gian sản xuất trên 20 năm:** Chu kỳ định kỳ là **06 tháng**."
P0_zero_shot,RQ-017,procedure,3.4237248849967727,0.1906614785992218,0.19542542095067797,0.0,0.0,0.0,False,"Dựa trên các nguồn tài liệu được cung cấp, thủ tục phục hồi điểm giấy phép lái xe (GPLX) được chia thành hai trường hợp chính như sau:

### 1. Trường hợp GPLX chưa bị trừ hết điểm và không bị trừ điểm trong thời hạn 12 tháng
*   **Điều kiện:** Đủ thời hạn 12 tháng kể từ ngày bị trừ điểm gần nhất.
*   **Trình tự, thủ tục:**
    *   Dữ liệu điểm GPLX sẽ được **tự động phục hồi** đủ 12 điểm (bao gồm cả trường hợp GPLX đang trong thời hạn bị tước quyền sử dụng) và cập nhật tự động trong Cơ sở dữ liệ"
P0_zero_shot,RQ-018,procedure,3.23708596600045,0.1485148514851485,0.10225367852486496,0.0,0.0,0.0,False,"Dựa trên các nguồn dữ liệu được cung cấp, không có thông tin cụ thể quy định về **điều kiện để được cấp mới** Giấy phép lái xe hạng C.

Các nội dung liên quan đến hạng C trong ngữ cảnh chỉ bao gồm:
- **Quy định chuyển tiếp:** Giấy phép lái xe hạng C được giữ nguyên và đổi, cấp lại cùng hạng (kèm theo chứng chỉ điều khiển xe máy chuyên dùng cho người điều khiển máy kéo có trọng tải trên 3.500 kg) [Nguồn: Điều 89, Khoản 3, Điểm g].
- **Thời hạn sử dụng:** Giấy phép lái xe hạng C có thời hạn 05 năm"
P0_zero_shot,RQ-019,procedure,2.6721672429994214,0.4678362573099416,0.5010530749789385,0.0,0.0,0.0,False,"Dựa trên khoản 5 Điều 62 Luật Trật tự, an toàn giao thông đường bộ 2024 (Nguồn 2), giấy phép lái xe bị thu hồi khi thuộc một trong các trường hợp sau đây:

1. Người được cấp giấy phép lái xe không đủ điều kiện sức khỏe theo kết luận của cơ sở khám bệnh, chữa bệnh đối với từng hạng giấy phép lái xe.
2. Giấy phép lái xe được cấp sai quy định.
3. Giấy phép lái xe đã quá thời hạn tạm giữ hoặc hết thời hiệu thi hành quyết định xử phạt vi phạm hành chính theo quy định của pháp luật về xử lý vi phạm hà"
P0_zero_shot,RQ-020,procedure,13.521148027008167,0.21951219512195122,0.20654627539503384,0.0,0.0,0.0,False,"Dựa trên các nguồn thông tin được cung cấp, không có quy định cụ thể nào nêu rõ việc ""xe máy điện"" có cần phải đăng ký biển số hay không.

Tuy nhiên, theo **Điều 3, Khoản 1** của Thông tư 79/2024/TT-BCA, nguyên tắc đăng ký xe được quy định như sau: *""Xe cơ giới, xe máy chuyên dùng (sau đây viết gọn là xe) có nguồn gốc hợp pháp, bảo đảm tiêu chuẩn chất lượng an toàn kỹ thuật và bảo vệ môi trường thì được đăng ký, cấp biển số xe theo quy định tại Thông tư này.""*

Thông tư này quy định về trình tự,"
P0_zero_shot,RQ-021,out_of_scope,2.6886802619992523,0.20408163265306123,0.08846990572878898,1.0,1.0,1.0,False,"Dựa trên các nguồn ngữ cảnh được cung cấp, không có thông tin nào hướng dẫn về cách nấu món phở bò Nam Định. Các văn bản trong ngữ cảnh chỉ đề cập đến các quy định về thủ tục kiểm định khí thải xe máy, Luật Trật tự ATGT đường bộ, Luật Đường bộ, kinh doanh vận tải bằng xe ô tô và quy định về đăng ký xe."
P0_zero_shot,RQ-022,out_of_scope,1.9891884239914361,0.4583333333333333,0.3283983849259758,1.0,1.0,1.0,False,"Dựa trên các nguồn ngữ cảnh được cung cấp, không có thông tin nào về dự báo thời tiết tại Hà Nội."
P0_zero_shot,RQ-023,out_of_scope,2.3507963360025315,0.32653061224489793,0.3096446700507614,0.0,0.0,0.0,False,"Chào bạn, tôi là trí tuệ nhân tạo được thiết kế để hỗ trợ trả lời các câu hỏi dựa trên ngữ cảnh được cung cấp. Tôi không có cảm xúc hay tình trạng sức khỏe như con người, nhưng tôi luôn sẵn sàng hỗ trợ bạn giải đáp các thông tin liên quan đến Thông tư 36/2024/TT-BYT.

Tôi có thể giúp gì cho bạn hôm nay?"
P0_zero_shot,RQ-024,out_of_scope,3.0942300670139957,0.08191126279863481,0.05562068516347533,1.0,1.0,1.0,False,"Dựa trên các nguồn ngữ cảnh được cung cấp, không có thông tin quy định cụ thể về ""Luật dân sự về thừa kế"".

Các văn bản trong ngữ cảnh chỉ đề cập đến khái niệm ""người thừa kế"" trong một số trường hợp liên quan đến biển số xe trúng đấu giá và chuyển nhượng, trao đổi, tặng cho xe, cụ thể như sau:

*   **Đối với biển số xe trúng đấu giá:** Nếu người trúng đấu giá chết trong thời hạn 30 ngày kể từ ngày có thông báo kết quả (mà chưa được cấp quyết định xác nhận) hoặc trong thời hạn 12 tháng kể từ ngà"
P0_zero_shot,RQ-025,out_of_scope,3.220622341003036,0.22500000000000003,0.161660777385159,1.0,1.0,1.0,False,"Dựa trên các văn bản được cung cấp trong ngữ cảnh, không có thông tin nào đề cập đến chính sách giá xăng hiện nay. Các văn bản chỉ quy định về tiêu chuẩn khí thải, thủ tục kiểm định, điều kiện hoạt động của cơ sở đăng kiểm và tiêu chuẩn sức khỏe lái xe."
P1_role_only,RQ-001,simple_penalty,3.1967356399982236,0.34736842105263155,0.2680550248376003,0.058823529411764705,1.0,0.1111111111111111,False,"Dựa trên các nguồn tài liệu được cung cấp, hành vi vượt đèn đỏ (không chấp hành hiệu lệnh của đèn tín hiệu giao thông) đối với người điều khiển xe mô tô, xe gắn máy được quy định như sau:

*   **Mức phạt tiền:** Phạt tiền từ **200.000 đồng đến 400.000 đồng** (theo quy định tại Khoản 1 Điều 7 Nghị định 168/2024/NĐ-CP, hành vi không chấp hành hiệu lệnh, chỉ dẫn của biển báo hiệu, vạch kẻ đường, đèn tín hiệu giao thông).

Lưu ý: Các hành vi vi phạm cụ thể khác liên quan đến đèn tín hiệu hoặc hiệu l"
P1_role_only,RQ-002,simple_penalty,3.0069116989907343,0.6993865030674847,0.7360287891617273,0.03125,1.0,0.06060606060606061,False,"Dựa trên Nghị định 168/2024/NĐ-CP được cung cấp trong ngữ cảnh, hành vi điều khiển xe ô tô trên đường mà trong máu hoặc hơi thở có nồng độ cồn nhưng chưa vượt quá 50 miligam/100 mililít máu hoặc chưa vượt quá 0,25 miligam/1 lít khí thở (thường được gọi là mức 1) sẽ bị xử phạt như sau:

*   **Mức phạt tiền:** Từ 6.000.000 đồng đến 8.000.000 đồng (theo Khoản 6 Điều 6).
*   **Hình thức xử phạt bổ sung:** Bị trừ 06 điểm giấy phép lái xe (theo Điểm c Khoản 16 Điều 6)."
P1_role_only,RQ-003,simple_penalty,3.398225534998346,0.1900237529691211,0.22252621979024167,0.029411764705882353,1.0,0.05714285714285715,False,"Dựa trên các quy định tại Nghị định 168/2024/NĐ-CP, mức phạt đối với hành vi không đội mũ bảo hiểm khi tham gia giao thông được quy định như sau:

**1. Đối với người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự:**
*   Hành vi không đội “mũ bảo hiểm cho người đi mô tô, xe máy” hoặc đội mũ không cài quai đúng quy cách khi điều khiển xe tham gia giao thông bị xử phạt theo **Điểm h Khoản 2 Điều 7**. (Mức phạt cụ thể cho nhóm hành vi tại Khoản 2 Điều 7 không được nêu chi tiết số tiền trong"
P1_role_only,RQ-004,simple_penalty,3.3448820439953124,0.23268698060941828,0.2109620624607001,0.0,0.0,0.0,False,"Dựa trên các quy định tại Nghị định 168/2024/NĐ-CP và Luật Trật tự, an toàn giao thông đường bộ 2024 được cung cấp trong ngữ cảnh, việc xử phạt đối với hành vi đi xe máy vào đường cao tốc được quy định như sau:

1. **Quy định cấm:** Theo Khoản 3 Điều 25 Luật Trật tự, an toàn giao thông đường bộ 2024, xe mô tô, xe gắn máy và các loại xe tương tự xe mô tô, xe gắn máy không được đi trên đường cao tốc (trừ phương tiện phục vụ việc quản lý, bảo trì đường cao tốc).

2. **Mức xử phạt:**
   * Đối với ng"
P1_role_only,RQ-005,simple_penalty,2.9583277530036867,0.3414634146341463,0.28969323578487993,0.09090909090909091,1.0,0.16666666666666669,False,"Dựa trên các quy định tại Nghị định 168/2024/NĐ-CP, việc sử dụng còi trong thời gian từ 22 giờ ngày hôm trước đến 05 giờ ngày hôm sau trong khu đông dân cư, khu vực cơ sở khám bệnh, chữa bệnh (trừ các xe ưu tiên đang đi làm nhiệm vụ) sẽ bị xử phạt như sau:

1. **Đối với người điều khiển xe ô tô và các loại xe tương tự xe ô tô:**
   - Hành vi này được quy định tại điểm đ khoản 1 Điều 6.
   - Mức phạt tiền: **Từ 400.000 đồng đến 600.000 đồng**.

2. **Đối với người điều khiển xe mô tô, xe gắn máy v"
P1_role_only,RQ-006,multi_intent,3.169588239994482,0.19672131147540983,0.17162079510703362,0.0,0.0,0.0,False,"Dựa trên các nguồn dữ liệu được cung cấp, tôi xin giải đáp thắc mắc của bạn như sau:

**1. Về hành vi vượt đèn đỏ:**
Theo Nghị định 168/2024/NĐ-CP, hành vi không chấp hành hiệu lệnh của đèn tín hiệu giao thông đối với người điều khiển xe máy chuyên dùng được quy định tại điểm c khoản 7 Điều 8 với mức **phạt tiền từ 6.000.000 đồng đến 8.000.000 đồng**.

*Lưu ý:* Đối với người điều khiển xe mô tô, xe gắn máy, các văn bản trong ngữ cảnh cung cấp không liệt kê cụ thể mức phạt cho hành vi ""vượt đèn đ"
P1_role_only,RQ-007,multi_intent,3.700903629011009,0.1483050847457627,0.14336656130966854,0.08333333333333333,1.0,0.15384615384615385,False,"Dựa trên các quy định tại Nghị định 168/2024/NĐ-CP và Luật Trật tự ATGT đường bộ 2024, việc xe máy chở 3 người và không đội mũ bảo hiểm được xử lý như sau:

**1. Về hành vi chở quá số người quy định:**
*   Theo Khoản 1 Điều 33 Luật Trật tự ATGT đường bộ 2024, người lái xe mô tô hai bánh, xe gắn máy chỉ được chở một người. Các trường hợp được chở tối đa hai người bao gồm:
    *   Chở người bệnh đi cấp cứu;
    *   Áp giải người có hành vi vi phạm pháp luật;
    *   Trẻ em dưới 12 tuổi;
    *   Ng"
P1_role_only,RQ-008,multi_intent,3.6822431680047885,0.26506024096385544,0.2640216411181245,0.0,0.0,0.0,False,"Dựa trên Luật Trật tự, an toàn giao thông đường bộ 2024, việc chuyển đổi giấy phép lái xe (GPLX) hạng B1 và B2 được quy định như sau:

**1. Quy định chuyển đổi khi có nhu cầu đổi, cấp lại:**
*   **GPLX hạng B1:** Được đổi, cấp lại sang giấy phép lái xe hạng **B** hoặc hạng **C1** và chứng chỉ điều khiển xe máy chuyên dùng cho người điều khiển máy kéo có trọng tải đến 3.500 kg.
*   **GPLX hạng B1 số tự động:** Được đổi, cấp lại sang giấy phép lái xe hạng **B** với điều kiện hạn chế là chỉ được đi"
P1_role_only,RQ-009,multi_intent,3.4870595510001294,0.3148148148148148,0.2492763493955389,0.0,0.0,0.0,False,"Dựa trên các quy định tại Luật Trật tự, an toàn giao thông đường bộ 2024, độ tuổi điều khiển xe máy được quy định như sau:

1. **Đối với xe gắn máy (bao gồm xe có dung tích xi-lanh dưới 50cc):**
   - Người đủ **16 tuổi trở lên** được phép điều khiển xe gắn máy (theo Điều 59, khoản 1, điểm a).

2. **Đối với xe mô tô (bao gồm xe trên 125cc):**
   - Để điều khiển xe mô tô (hạng A1, A), người lái xe phải đủ **18 tuổi trở lên** và được cấp giấy phép lái xe phù hợp (theo Điều 59, khoản 1, điểm b).

**"
P1_role_only,RQ-010,multi_intent,4.20860798699141,0.17679558011049723,0.09855988760098348,0.0,0.0,0.0,False,"Dựa trên các văn bản được cung cấp, việc tịch thu phương tiện và các hình thức xử lý khác được quy định như sau:

### 1. Các trường hợp bị tịch thu phương tiện
Phương tiện sẽ bị tịch thu trong các trường hợp sau:

*   **Vi phạm về giấy tờ, nguồn gốc xe:**
    *   Người điều khiển xe không có chứng nhận đăng ký xe (hoặc bản sao chứng thực kèm giấy biên nhận của tổ chức tín dụng đang giữ bản gốc) hoặc sử dụng chứng nhận đăng ký xe không do cơ quan có thẩm quyền cấp, không đúng số khung, số máy của"
P1_role_only,RQ-011,cross_reference,3.2406482140067965,0.18348623853211007,0.15476995940460078,0.0,0.0,0.0,False,"Dựa trên các nguồn dữ liệu được cung cấp, Nghị định 168/2024/NĐ-CP không liệt kê cụ thể mức phạt tiền cho hành vi tại **điểm a khoản 4 Điều 13**.

Tuy nhiên, theo **Nguồn 4** (Điều 13, Khoản 11, Điểm a), hành vi vi phạm quy định tại khoản 4 Điều 13 thuộc trường hợp bị áp dụng biện pháp khắc phục hậu quả là: ""buộc lắp đầy đủ thiết bị hoặc thay thế thiết bị đủ tiêu chuẩn, quy chuẩn an toàn kỹ thuật hoặc khôi phục lại tính năng kỹ thuật của thiết bị theo quy định; buộc thực hiện đúng quy định về bi"
P1_role_only,RQ-012,cross_reference,2.371226649003802,0.32941176470588235,0.30570056379202337,0.0,0.0,0.0,False,"Dựa trên các nguồn dữ liệu được cung cấp, không có thông tin cụ thể về nội dung của **khoản 8 Điều 32 Nghị định 168/2024/NĐ-CP**.

Các thông tin về hình thức xử phạt bổ sung tại Điều 32 chỉ được đề cập rải rác ở các khoản khác (như khoản 17, 18, 21) hoặc các điểm liên quan đến việc tịch thu phương tiện, tước quyền sử dụng phù hiệu, tước quyền sử dụng giấy chứng nhận kiểm định, và trừ điểm giấy phép lái xe.

Nếu bạn cần tra cứu về một hành vi cụ thể hoặc một khoản khác, vui lòng cung cấp thêm thô"
P1_role_only,RQ-013,cross_reference,6.125191648010514,0.14234875444839856,0.09041908098638998,0.0,0.0,0.0,False,"Dựa trên các nguồn dữ liệu được cung cấp, thông tin về hành vi quy định tại **điểm h khoản 14 Điều 32 Nghị định 168/2024/NĐ-CP** như sau:

1.  **Về việc trừ điểm giấy phép lái xe:**
    *   Theo **điểm a khoản 21 Điều 32**, trong trường hợp chủ phương tiện là người trực tiếp điều khiển phương tiện thực hiện hành vi quy định tại điểm h khoản 14 Điều 32 thì bị **trừ 02 điểm** giấy phép lái xe.

2.  **Về biện pháp khắc phục hậu quả:**
    *   Theo **điểm d khoản 19 Điều 32**, đối với hành vi quy đị"
P1_role_only,RQ-014,cross_reference,8.705781823999132,0.21875,0.1517412935323383,0.0,0.0,0.0,False,"Dựa trên các nguồn dữ liệu được cung cấp, không có thông tin cụ thể về mức phạt tiền đối với hành vi quy định tại **điểm b khoản 9 Điều 6**.

Các nội dung liên quan đến Điều 6 trong ngữ cảnh chỉ đề cập đến thẩm quyền xử phạt của Trưởng Công an cấp xã (tại khoản 4 Điều 41) đối với một số điểm, khoản của Điều 6, nhưng không liệt kê hoặc quy định mức phạt tiền cụ thể cho điểm b khoản 9 Điều 6."
P1_role_only,RQ-015,cross_reference,3.9835813710087677,0.43243243243243246,0.36298152207954903,0.25,1.0,0.4,False,"Dựa trên Khoản 2 Điều 48 Nghị định 168/2024/NĐ-CP được cung cấp trong ngữ cảnh, việc tạm giữ phương tiện, giấy tờ có liên quan đến người điều khiển và phương tiện vi phạm được thực hiện theo quy định tại **Luật Xử lý vi phạm hành chính** (cụ thể là các điểm a, c khoản 1; khoản 2; khoản 6; khoản 7; khoản 8 Điều 125 của Luật này)."
P1_role_only,RQ-016,procedure,3.990564809006173,0.5774647887323944,0.5414201183431953,0.0,0.0,0.0,False,"Dựa trên Bảng chu kỳ kiểm định tại Khoản 2, Điều 35 của Thông tư 47/2024/TT-BGTVT, thời hạn đăng kiểm định kỳ đối với ô tô chở người đến 08 chỗ (không kể chỗ của người lái xe) không kinh doanh vận tải được quy định như sau:

*   **Thời gian sản xuất đến 07 năm:** Chu kỳ định kỳ là **24 tháng**.
*   **Thời gian sản xuất trên 07 năm đến 20 năm:** Chu kỳ định kỳ là **12 tháng**.
*   **Thời gian sản xuất trên 20 năm:** Chu kỳ định kỳ là **06 tháng**."
P1_role_only,RQ-017,procedure,3.362814736989094,0.19083969465648853,0.19631363370392044,0.0,0.0,0.0,False,"Dựa trên Nghị định 168/2024/NĐ-CP, thủ tục phục hồi điểm giấy phép lái xe (GPLX) được quy định cho hai trường hợp cụ thể như sau:

### 1. Trường hợp GPLX chưa bị trừ hết điểm và không bị trừ điểm trong thời hạn 12 tháng
*   **Tự động phục hồi:** Khi đủ thời hạn 12 tháng kể từ ngày bị trừ điểm gần nhất, dữ liệu điểm GPLX sẽ được tự động phục hồi đủ 12 điểm (bao gồm cả trường hợp GPLX đang trong thời hạn bị tước quyền sử dụng).
*   **Cập nhật dữ liệu:** Hệ thống Cơ sở dữ liệu về xử lý vi phạm hành"
P1_role_only,RQ-018,procedure,2.8926864250097424,0.13664596273291926,0.08746564703070857,0.0,0.0,0.0,False,"Dựa trên các nguồn thông tin được cung cấp, các quy định liên quan đến Giấy phép lái xe (GPLX) hạng C như sau:

1. **Về quy định chuyển tiếp:** Theo Khoản 3 Điều 89 Luật Trật tự ATGT đường bộ 2024, đối với người đã có GPLX hạng C được cấp trước ngày Luật này có hiệu lực, khi có nhu cầu đổi, cấp lại thì được giữ nguyên hạng C và được cấp thêm chứng chỉ điều khiển xe máy chuyên dùng cho người điều khiển máy kéo có trọng tải trên 3.500 kg.
2. **Về thời hạn sử dụng:** Theo Điểm b Khoản 5 Điều 57 Luậ"
