variant,qid,category,used_query,r_at_5,r_at_10,mrr,ndcg_10,f1_token,rouge_l,cit_p,cit_r,cit_f1,refusal,latency_s,pred_answer,standalone_query
NO_REWRITE,RQ-024,out_of_scope,Luật dân sự về thừa kế quy định thế nào?,1.0,1.0,0.0,0.0,0.046511627906976744,0.042747021723896286,1.0,1.0,1.0,True,1.2468948309979169,Thông tin này không có trong tài liệu được cung cấp.,
NO_REWRITE,RQ-025,out_of_scope,Bạn nghĩ gì về chính sách giá xăng hiện nay?,1.0,1.0,0.0,0.0,0.1142857142857143,0.10711150131694469,1.0,1.0,1.0,True,1.522810574999312,Thông tin này không có trong tài liệu được cung cấp.,
REWRITE,RQ-001,simple_penalty,"hành vi vượt đèn đỏ đối với xe mô tô, xe gắn máy mức xử phạt vi phạm hành chính theo Nghị định 100/2019/NĐ-CP và Nghị định 123/2021/NĐ-CP",1.0,1.0,0.2,0.38685280723454163,0.5901639344262295,0.3106960950764007,0.02702702702702703,1.0,0.052631578947368425,False,3.0256543639989104,"Phạt tiền từ 4.000.000 đồng đến 6.000.000 đồng đối với hành vi không chấp hành hiệu lệnh của đèn tín hiệu giao thông khi điều khiển xe mô tô, xe gắn máy [Điều 7, Khoản 7, Điểm c — NĐ 168/2024/NĐ-CP].

Ngoài ra, người điều khiển xe thực hiện hành vi này còn bị trừ 04 điểm giấy phép lái xe [Điều 7, Khoản 13, Điểm b — NĐ 168/2024/NĐ-CP].",Mức phạt vi phạm hành chính đối với hành vi vượt đèn đỏ khi điều khiển xe máy là bao nhiêu tiền?
REWRITE,RQ-002,simple_penalty,"xử phạt vi phạm hành chính nồng độ cồn mức 1 đối với người điều khiển xe ô tô theo Nghị định 100/2019/NĐ-CP và Nghị định 123/2021/NĐ-CP, mức phạt tiền, tước quyền sử dụng giấy phép lái xe, các hình th",0.0,0.0,0.0,0.0,0.6296296296296295,0.48031496062992124,0.0,0.0,0.0,False,2.686780269999872,"1. Phạt tiền từ 18.000.000 đồng đến 20.000.000 đồng đối với người điều khiển xe ô tô có nồng độ cồn trong máu hoặc hơi thở vượt quá 50 miligam đến 80 miligam/100 mililít máu hoặc vượt quá 0,25 miligam đến 0,4 miligam/1 lít khí thở [Điều 6, Khoản 9, Điểm a — NĐ 168/2024/NĐ-CP]

2. Ngoài việc bị phạt tiền, người điều khiển xe ô tô thực hiện hành vi nêu trên còn bị trừ 04 điểm giấy phép lái xe [Điều 6, Khoản 16, Điểm b — NĐ 168/2024/NĐ-CP]",Mức xử phạt vi phạm hành chính đối với người điều khiển xe ô tô có nồng độ cồn ở mức 1 là bao nhiêu?
REWRITE,RQ-003,simple_penalty,"hành vi không đội mũ bảo hiểm khi điều khiển xe mô tô, xe gắn máy, mức xử phạt vi phạm hành chính theo Nghị định 100/2019/NĐ-CP và các văn bản sửa đổi bổ sung",0.0,0.0,0.041666666666666664,0.0,0.5428571428571428,0.41802030456852796,0.03333333333333333,1.0,0.06451612903225806,False,2.6623588020011084,"1. Phạt tiền từ 200.000 đồng đến 400.000 đồng đối với người điều khiển xe mô tô, xe gắn máy, các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy không đội “mũ bảo hiểm cho người đi mô tô, xe máy” hoặc đội “mũ bảo hiểm cho người đi mô tô, xe máy” không cài quai đúng quy cách khi điều khiển xe tham gia giao thông trên đường bộ [Điều 7, Khoản 1 — NĐ 168/2024/NĐ-CP] [Điều 7, Khoản 2, Điểm h — NĐ 168/2024/NĐ-CP].","Mức phạt đối với hành vi không đội mũ bảo hiểm khi điều khiển xe mô tô, xe gắn máy là bao nhiêu?"
REWRITE,RQ-004,simple_penalty,"hành vi điều khiển xe mô tô, xe gắn máy đi vào đường cao tốc mức xử phạt vi phạm hành chính theo Nghị định 100/2019/NĐ-CP và Nghị định 123/2021/NĐ-CP, hình thức xử phạt bổ sung tước quyền sử dụng giấy",0.0,0.0,0.047619047619047616,0.0,0.6716417910447762,0.552107576933023,0.03225806451612903,1.0,0.0625,False,2.6171292340004584,"1. Phạt tiền từ 4.000.000 đồng đến 6.000.000 đồng đối với người điều khiển xe mô tô, xe gắn máy đi vào đường cao tốc, trừ xe phục vụ việc quản lý, bảo trì đường cao tốc [Điều 7, Khoản 7, Điểm b — NĐ 168/2024/NĐ-CP]

2. Ngoài việc bị phạt tiền, người điều khiển xe thực hiện hành vi này còn bị trừ 04 điểm giấy phép lái xe [Điều 7, Khoản 13, Điểm b — NĐ 168/2024/NĐ-CP]",Mức phạt đối với hành vi điều khiển xe máy đi vào đường cao tốc là bao nhiêu?
REWRITE,RQ-005,simple_penalty,hành vi bấm còi trong khu vực đô thị từ 22 giờ ngày hôm trước đến 5 giờ ngày hôm sau đối với xe cơ giới mức xử phạt vi phạm hành chính theo Nghị định 100/2019/NĐ-CP và Nghị định 123/2021/NĐ-CP,0.5,0.5,1.0,0.6131471927654584,0.4074074074074074,0.2876125160737248,0.041666666666666664,0.5,0.07692307692307693,True,2.52570166499936,"1. Đối với người điều khiển xe mô tô, xe gắn máy, các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy: Sử dụng còi trong thời gian từ 22 giờ ngày hôm trước đến 05 giờ ngày hôm sau trong khu đông dân cư, khu vực cơ sở khám bệnh, chữa bệnh (trừ các xe ưu tiên đang đi làm nhiệm vụ) là hành vi vi phạm [Điều 7, Khoản 1, Điểm i — NĐ 168/2024/NĐ-CP]. Thông tin về mức phạt tiền cụ thể cho hành vi này không có trong tài liệu được cung cấp.",Mức xử phạt đối với hành vi bấm còi trong khu vực đô thị từ 22 giờ đến 5 giờ sáng là bao nhiêu?
REWRITE,RQ-006,multi_intent,"hành vi vượt đèn đỏ xe máy mức xử phạt Nghị định 100/2019/NĐ-CP và Nghị định 123/2021/NĐ-CP, hành vi không mang giấy phép lái xe xe máy mức xử phạt Nghị định 100/2019/NĐ-CP và Nghị định 123/2021/NĐ-CP",0.0,0.0,0.0,0.0,0.032786885245901634,0.029397590361445784,0.0,0.0,0.0,True,2.290231118007796,Thông tin này không có trong tài liệu được cung cấp.,Mức phạt tổng cộng đối với hành vi vượt đèn đỏ và không mang bằng lái xe máy là bao nhiêu?
REWRITE,RQ-007,multi_intent,hành vi xe mô tô xe gắn máy chở theo 02 người trở lên và hành vi người điều khiển người ngồi trên xe mô tô xe gắn máy không đội mũ bảo hiểm hoặc đội mũ bảo hiểm không cài quai đúng quy cách mức xử phạ,0.5,0.5,1.0,1.204382397588486,0.24372759856630824,0.23542720255523025,0.05128205128205128,1.0,0.09756097560975609,True,3.360696925999946,"1. Phạt tiền từ 4.000.000 đồng đến 6.000.000 đồng đối với hành vi chở theo 02 người trên xe (trừ trường hợp chở người bệnh đi cấp cứu, trẻ em dưới 12 tuổi, người già yếu hoặc người khuyết tật, áp giải người có hành vi vi phạm pháp luật) [Điều 7, Khoản 7, Điểm g — NĐ 168/2024/NĐ-CP].

2. Phạt tiền từ 200.000 đồng đến 400.000 đồng đối với người điều khiển xe không đội “mũ bảo hiểm cho người đi mô tô, xe máy” hoặc đội “mũ bảo hiểm cho người đi mô tô, xe máy” không cài quai đúng quy cách khi tham gi","Mức phạt đối với xe máy chở 3 người và người điều khiển, người ngồi trên xe không đội mũ bảo hiểm là bao nhiêu?"
REWRITE,RQ-008,multi_intent,"quy định phân hạng giấy phép lái xe hạng B1 và hạng B2 theo Luật Trật tự, an toàn giao thông đường bộ 2024, sự thay đổi về phạm vi điều khiển và điều kiện cấp giấy phép lái xe hạng B1, B2 so với quy đ",0.0,0.0,0.0,0.0,0.2074074074074074,0.2188533239535702,0.0,0.0,0.0,False,3.5506485930091003,"Theo Luật Trật tự, an toàn giao thông đường bộ năm 2024, các thay đổi đối với giấy phép lái xe (GPLX) hạng B1 và B2 được quy định như sau:

1. Đối với GPLX hạng B1:
- Người có GPLX hạng B1 được cấp trước ngày Luật có hiệu lực được tiếp tục điều khiển xe ô tô chở người đến 08 chỗ (không kể chỗ của người lái xe); xe ô tô tải, máy kéo có trọng tải dưới 3.500 kg [Điều 89, Khoản 2, Điểm e — Luật Trật tự ATGT đường bộ 2024].
- Khi có nhu cầu đổi, cấp lại, GPLX hạng B1 được đổi sang GPLX hạng B hoặc hạ","Hạng giấy phép lái xe B1 và B2 có những thay đổi gì theo Luật Trật tự, an toàn giao thông đường bộ năm 2024?"
REWRITE,RQ-009,multi_intent,"quy định độ tuổi tối thiểu điều khiển xe máy dung tích xi lanh dưới 50cm3 và xe mô tô hai bánh có dung tích xi lanh từ 125cm3 trở lên theo Luật Giao thông đường bộ Việt Nam, điều kiện về giấy phép lái",0.0,1.0,0.1111111111111111,0.3010299956639812,0.4827586206896552,0.5061005368472424,0.0,0.0,0.0,False,2.9228952050034422,"1. Người đủ 16 tuổi trở lên được điều khiển xe gắn máy (xe có dung tích xi-lanh dưới 50 cm3) [Điều 59, Khoản 1, Điểm a — Luật Trật tự ATGT đường bộ 2024].

2. Người đủ 18 tuổi trở lên được cấp giấy phép lái xe hạng A để điều khiển xe mô tô hai bánh có dung tích xi-lanh trên 125 cm3 hoặc có công suất động cơ điện trên 11 kW [Điều 57, Khoản 1, Điểm b — Luật Trật tự ATGT đường bộ 2024] [Điều 59, Khoản 1, Điểm b — Luật Trật tự ATGT đường bộ 2024].",Quy định về độ tuổi tối thiểu để được điều khiển xe máy có dung tích xi lanh dưới 50cc và xe máy có dung tích xi lanh trên 125cc là bao nhiêu?
REWRITE,RQ-010,multi_intent,"quy định về tạm giữ phương tiện giao thông và tịch thu phương tiện giao thông theo Luật Xử lý vi phạm hành chính và Nghị định 100/2019/NĐ-CP, Nghị định 123/2021/NĐ-CP: các trường hợp bị tạm giữ xe, cá",0.0,0.0,0.0,0.0,0.24181360201511334,0.19017477562588567,0.0,0.0,0.0,False,3.528160786998342,"1. Tịch thu phương tiện đối với hành vi điều khiển xe mô tô, xe gắn máy (hoặc các loại xe tương tự) không có chứng nhận đăng ký xe hoặc sử dụng chứng nhận đăng ký xe không do cơ quan có thẩm quyền cấp, không đúng số khung, số máy hoặc bị tẩy xóa mà không chứng minh được nguồn gốc xuất xứ [Điều 14, Khoản 5, Điểm b — NĐ 168/2024/NĐ-CP]

2. Tịch thu phương tiện đối với hành vi điều khiển loại xe sản xuất, lắp ráp trái quy định tham gia giao thông [Điều 14, Khoản 4 — NĐ 168/2024/NĐ-CP]

3. Tạm giữ p",Khi nào thì bị áp dụng hình thức xử phạt tịch thu phương tiện và khi nào bị áp dụng biện pháp ngăn chặn tạm giữ phương tiện giao thông theo quy định pháp luật Việt Nam?
REWRITE,RQ-011,cross_reference,hành vi vi phạm tại điểm a khoản 4 Điều 13 Nghị định 168/2024/NĐ-CP mức xử phạt vi phạm hành chính hình thức xử phạt bổ sung biện pháp khắc phục hậu quả,0.0,0.0,0.0,0.0,0.03773584905660377,0.03413542249580302,0.0,0.0,0.0,True,2.533773942006519,Thông tin này không có trong tài liệu được cung cấp.,Vi phạm tại điểm a khoản 4 Điều 13 Nghị định 168/2024/NĐ-CP bị xử phạt như thế nào?
REWRITE,RQ-012,cross_reference,"Hình thức xử phạt bổ sung quy định tại khoản 8 Điều 32 Nghị định 100/2019/NĐ-CP (được sửa đổi, bổ sung bởi Nghị định 123/2021/NĐ-CP) là gì?",0.0,0.0,0.0,0.0,0.03333333333333333,0.029916625796959292,0.0,0.0,0.0,True,2.157155300999875,Thông tin này không có trong tài liệu được cung cấp.,Hình thức xử phạt bổ sung quy định tại khoản 8 Điều 32 Nghị định 100/2019/NĐ-CP là gì?
REWRITE,RQ-013,cross_reference,"Mức xử phạt vi phạm hành chính đối với hành vi quy định tại điểm h khoản 14 Điều 32 Nghị định 100/2019/NĐ-CP (được sửa đổi, bổ sung bởi Nghị định 123/2021/NĐ-CP) về lĩnh vực giao thông đường bộ.",0.0,0.0,0.0,0.0,0.1276595744680851,0.038828771483131755,0.0,0.0,0.0,True,2.030235480007832,Thông tin này không có trong tài liệu được cung cấp.,Mức phạt cho hành vi vi phạm được quy định tại điểm h khoản 14 Điều 32 Nghị định 100/2019/NĐ-CP là bao nhiêu?
REWRITE,RQ-014,cross_reference,"Điểm b khoản 9 Điều 6 Nghị định 100/2019/NĐ-CP (được sửa đổi, bổ sung bởi Nghị định 123/2021/NĐ-CP) quy định mức xử phạt tiền đối với hành vi vi phạm giao thông đường bộ của người điều khiển xe mô tô,",0.0,0.0,0.0,0.0,0.12244897959183672,0.11138161898965307,0.0,0.0,0.0,True,2.145444914000109,Thông tin này không có trong tài liệu được cung cấp.,Điểm b khoản 9 Điều 6 Nghị định 100/2019/NĐ-CP quy định mức phạt tiền là bao nhiêu?
REWRITE,RQ-015,cross_reference,"Khoản 2 Điều 48 Nghị định 100/2019/NĐ-CP (được sửa đổi bởi Nghị định 123/2021/NĐ-CP) quy định về thẩm quyền tạm giữ phương tiện, căn cứ pháp lý áp dụng tạm giữ phương tiện theo Luật Xử lý vi phạm hành",1.0,1.0,0.25,0.43067655807339306,0.04081632653061224,0.03712720632988435,0.0,0.0,0.0,True,2.0604171760060126,Thông tin này không có trong tài liệu được cung cấp.,Khoản 2 Điều 48 Nghị định 100/2019/NĐ-CP quy định việc tạm giữ phương tiện dựa trên căn cứ của luật nào?
REWRITE,RQ-016,procedure,"thời hạn đăng kiểm định kỳ ô tô con không kinh doanh vận tải, chu kỳ kiểm định xe ô tô chở người đến 9 chỗ không kinh doanh vận tải, Thông tư quy định về kiểm định an toàn kỹ thuật và bảo vệ môi trườn",0.0,0.0,0.0,0.0,0.488095238095238,0.46663833404164895,0.0,0.0,0.0,False,2.825383145987871,"Thời hạn kiểm định định kỳ đối với ô tô chở người đến 08 chỗ (không kể chỗ của người lái xe) không kinh doanh vận tải được quy định như sau:

1. Thời gian sản xuất đến 07 năm: chu kỳ định kỳ là 24 tháng [Điều 35, Khoản 2 — Thông tư 47/2024/TT-BGTVT (47/2024/TT-BGTVT)].

2. Thời gian sản xuất trên 07 năm đến 20 năm: chu kỳ định kỳ là 12 tháng [Điều 35, Khoản 2 — Thông tư 47/2024/TT-BGTVT (47/2024/TT-BGTVT)].

3. Thời gian sản xuất trên 20 năm: chu kỳ định kỳ là 06 tháng [Điều 35, Khoản 2 — Thông ",Thời hạn đăng kiểm định kỳ đối với ô tô con không kinh doanh vận tải là bao lâu?
